424060 3.68138e+06 0.882385 161346 0.711776 4168 0.548133 3.6651e+06 0.882542 177236 0.72281 4558 0.551015 
424061 6.80423e+06 0.892647 289647 0.745869 7423 0.596704 6.77251e+06 0.892883 320844 0.754815 7943 0.599607 
424062 6.59808e+06 0.901915 274386 0.777064 6763 0.651102 6.56663e+06 0.902057 305090 0.786454 7514 0.648653 
424063 3.3285e+06 0.906959 137348 0.794259 3415 0.669871 3.31327e+06 0.907152 152316 0.801355 3675 0.666364 
424189 3.94678e+06 0.887977 205490 0.761339 6926 0.65389 3.95606e+06 0.887838 197560 0.758673 5568 0.622888 
424190 7.24597e+06 0.893175 369091 0.778026 12116 0.667438 7.26477e+06 0.892599 353059 0.781394 9354 0.648323 
424193 8.30594e+06 0.902195 398028 0.804733 11603 0.70505 8.31794e+06 0.901987 387609 0.805542 10019 0.692877 
424194 9.39968e+06 0.907317 429944 0.823539 11240 0.736808 9.40303e+06 0.907325 427408 0.823337 10429 0.713631 
424195 7.62259e+06 0.909963 341566 0.834303 8783 0.747553 7.62341e+06 0.910032 341167 0.833041 8363 0.737283 
424227 2.19061e+06 0.902015 102472 0.797032 2753 0.693451 2.1912e+06 0.902227 102016 0.793961 2624 0.660957 
424255 2.88909e+06 0.878981 150237 0.73799 5069 0.619379 2.89672e+06 0.878976 143779 0.732244 3902 0.581174 
424257 1.00427e+06 0.884743 50011 0.754769 1478 0.636246 1.00569e+06 0.885 48763 0.749094 1298 0.588929 
424270 8.49911e+06 0.889672 411549 0.765995 11342 0.641371 8.50555e+06 0.889991 405760 0.76021 10684 0.614341 
424272 7.32939e+06 0.8975 335108 0.792053 8896 0.680174 7.3338e+06 0.897663 331125 0.788481 8473 0.662833 
424273 2.59409e+06 0.903544 115369 0.810443 2890 0.709899 2.59554e+06 0.903759 114107 0.80625 2703 0.680171 
424275 2.05734e+06 0.904313 90417 0.816053 2288 0.718593 2.05853e+06 0.904528 89338 0.811706 2177 0.69199 
424276 1.20905e+06 0.906637 52713 0.819288 1271 0.737239 1.20973e+06 0.906819 52028 0.815767 1281 0.707735 
424348 9.18265e+06 0.887469 398302 0.744735 9711 0.597784 9.17161e+06 0.887899 408797 0.74191 10248 0.585868 
424353 8.89082e+06 0.897168 375467 0.774587 8787 0.647579 8.87958e+06 0.897529 386373 0.772354 9121 0.626614 
424356 9.80202e+06 0.906006 402929 0.802312 9236 0.686232 9.78839e+06 0.906331 415987 0.800067 9812 0.669624 
424358 1.1979e+07 0.91258 483636 0.822457 10887 0.720612 1.19628e+07 0.912884 499550 0.819949 11201 0.697882 
424365 1.60507e+06 0.85378 74092 0.648883 2022 0.483154 1.60461e+06 0.853826 74687 0.649718 1889 0.465271 
424368 2.55236e+06 0.863283 115598 0.676879 2969 0.504932 2.5499e+06 0.863673 118022 0.67545 3014 0.492082 
424371 4.07337e+06 0.872492 179444 0.702638 4385 0.545873 4.07008e+06 0.872779 182648 0.701898 4478 0.526143 
424372 3.53438e+06 0.876944 153313 0.716664 3777 0.562305 3.53358e+06 0.877109 154255 0.715505 3628 0.540122 
424439 1.01393e+06 0.854786 46467 0.645868 1271 0.478179 1.01432e+06 0.85455 46174 0.648511 1180 0.449524 
424440 9.11767e+06 0.866822 405174 0.681799 10433 0.510921 9.11774e+06 0.866922 405599 0.680732 9938 0.496975 
424441 8.20727e+06 0.880875 348499 0.723773 8421 0.567376 8.20417e+06 0.881068 351505 0.721936 8510 0.567031 
424443 577069 0.887532 23585 0.747117 581 0.605208 576339 0.887776 24377 0.746982 519 0.579888 
424444 1.47651e+06 0.889183 60677 0.751734 1424 0.627313 1.47582e+06 0.889429 61351 0.749921 1436 0.596841 
424445 7.30077e+06 0.894212 295521 0.764572 6827 0.630262 7.29588e+06 0.894354 300222 0.764046 7017 0.627695 
424452 5.98185e+06 0.902341 236234 0.788053 5403 0.666379 5.978e+06 0.902501 240124 0.787008 5362 0.653265 
424557 7.3005e+06 0.871894 324715 0.693335 8274 0.521756 7.30463e+06 0.871758 321080 0.693302 7777 0.517225 
424584 7.60586e+06 0.905334 307713 0.794615 6993 0.675261 7.60305e+06 0.90541 310395 0.794398 7128 0.666417 
424585 3.97186e+06 0.908572 159047 0.807739 3602 0.698197 3.97049e+06 0.908701 160370 0.80641 3656 0.685543 
424626 7.40484e+06 0.868443 327167 0.683298 8518 0.518095 7.40849e+06 0.868254 323996 0.684353 8047 0.510435 
424627 367616 0.878145 15297 0.712615 379 0.569069 367491 0.878278 15449 0.711804 352 0.555205 
424629 8.95266e+06 0.886232 370513 0.734533 8776 0.591494 8.95308e+06 0.886279 370328 0.734309 8535 0.569418 
424644 8.90213e+06 0.894647 356608 0.760809 8310 0.629355 8.90037e+06 0.894722 358597 0.760347 8087 0.616622 
424671 4.78395e+06 0.902682 184503 0.793039 4063 0.67604 4.78174e+06 0.902884 186786 0.790619 3995 0.660221 
424751 9.91335e+06 0.883887 394098 0.723382 9287 0.578593 9.90612e+06 0.884046 401453 0.723599 9159 0.563978 
424754 5.64262e+06 0.904075 211339 0.788958 4609 0.667777 5.6385e+06 0.904223 215333 0.788185 4730 0.661816 
424755 9.28069e+06 0.910069 342872 0.807822 7256 0.696153 9.27282e+06 0.910198 350529 0.807581 7466 0.684389 
424756 2.50886e+06 0.914689 91350 0.825554 1886 0.713043 2.50668e+06 0.914928 93459 0.822652 1958 0.700787 
424759 750101 0.850945 31527 0.643539 803 0.471244 750075 0.851191 31561 0.640105 795 0.47491 
424760 8.56405e+06 0.865128 357215 0.679277 8498 0.512824 8.56356e+06 0.865287 357753 0.677652 8454 0.500118 
424761 9.9486e+06 0.879102 401212 0.722068 9421 0.577798 9.95104e+06 0.879333 399254 0.718047 8939 0.554769 
424763 9.1233e+06 0.890816 355478 0.754109 7966 0.617855 9.12218e+06 0.890986 356640 0.75197 7923 0.599365 
424817 9.08421e+06 0.87774 365769 0.704715 8443 0.546685 9.08716e+06 0.877868 362956 0.702127 8304 0.529491 
424827 4.43944e+06 0.896967 170701 0.767903 3707 0.631409 4.4393e+06 0.897125 170811 0.765663 3728 0.611749 
424836 8.82006e+06 0.908475 329731 0.806419 7132 0.69142 8.81907e+06 0.908649 330736 0.803325 7116 0.682328 
424877 7.58788e+06 0.857415 322303 0.658651 7768 0.482814 7.59072e+06 0.857541 319593 0.656068 7642 0.469093 
424880 8.20496e+06 0.882856 334883 0.716243 9843 0.548907 8.21924e+06 0.881053 323229 0.738065 7219 0.585815 
424881 1.04306e+07 0.900114 390671 0.774204 9046 0.637356 1.04252e+07 0.899892 396539 0.779668 8539 0.641644 
424885 8.77447e+06 0.912452 316758 0.814372 6879 0.712924 8.7643e+06 0.912604 326963 0.814461 6848 0.691089 
424886 676594 0.915986 24293 0.826517 492 0.714078 676153 0.916182 24717 0.824037 509 0.702069 
425006 1.57734e+06 0.876365 63030 0.700388 1496 0.536585 1.57514e+06 0.876878 65232 0.698513 1497 0.505914 
425008 9.82076e+06 0.887457 387508 0.731009 9017 0.58073 9.81005e+06 0.887734 398183 0.730482 9051 0.564136 
425011 8.90208e+06 0.897604 341521 0.764647 7992 0.640179 8.89343e+06 0.897761 350404 0.765151 7758 0.618759 
425016 9.94316e+06 0.906996 370679 0.793686 8173 0.668822 9.93316e+06 0.907099 380481 0.794599 8376 0.659631 
425078 2.32713e+06 0.865159 92183 0.668637 2329 0.515608 2.32404e+06 0.865486 95295 0.669573 2309 0.496239 
425079 9.23054e+06 0.876568 352738 0.699831 8104 0.548049 9.21397e+06 0.876895 368958 0.701692 8446 0.533712 
425080 5.7286e+06 0.889743 210937 0.738852 4637 0.601349 5.72022e+06 0.889922 219080 0.740851 4878 0.594226 
425152 9.09044e+06 0.871798 419691 0.685674 11889 0.523191 9.08843e+06 0.871663 422426 0.688351 11165 0.511663 
425168 429460 0.899464 18761 0.768232 466 0.611549 429107 0.899341 19108 0.771791 472 0.62766 
425171 1.04638e+07 0.905714 448720 0.787875 11643 0.666114 1.04558e+07 0.905783 456983 0.788937 11363 0.650578 
425172 979310 0.90956 41468 0.802539 1038 0.672715 978594 0.909625 42203 0.803178 1019 0.66471 
425173 2.40543e+06 0.911502 101870 0.806118 2583 0.690088 2.4035e+06 0.911618 103930 0.80639 2454 0.666124 
425212 1.06348e+06 0.865589 49157 0.67104 1349 0.506381 1.06276e+06 0.86595 49907 0.66947 1323 0.486218 
425213 9.21914e+06 0.879416 407808 0.71772 10718 0.573216 9.2121e+06 0.879621 415156 0.717868 10411 0.547342 
425214 6.83819e+06 0.888814 295422 0.746949 7459 0.606078 6.83238e+06 0.889039 301381 0.746155 7307 0.590226 
425215 3.63074e+06 0.893622 152949 0.761482 3904 0.629881 3.62652e+06 0.89386 157172 0.760836 3909 0.621463 
425286 8.31515e+06 0.852182 389488 0.641572 10755 0.45995 8.31037e+06 0.852499 394535 0.640289 10491 0.446008 
425287 9.10948e+06 0.877738 404011 0.70899 10573 0.557119 9.10159e+06 0.877861 412094 0.710354 10383 0.542476 
425288 4.96898e+06 0.888562 213367 0.741929 5371 0.592237 4.96581e+06 0.888699 216739 0.742018 5168 0.574861 
425289 6.87388e+06 0.896174 290403 0.762597 7243 0.636244 6.86936e+06 0.896401 294887 0.761158 7275 0.618938 
425290 653827 0.900537 27212 0.771862 646 0.631476 653222 0.900576 27807 0.774137 656 0.618285 
425292 1.01552e+07 0.906853 412773 0.791573 10321 0.677053 1.01449e+07 0.906821 423579 0.794918 9809 0.66277 
425293 2.32818e+06 0.911888 93238 0.805338 2283 0.693499 2.32552e+06 0.91188 96004 0.808802 2174 0.667076 
425294 1.95571e+06 0.91354 77271 0.808993 1842 0.688598 1.95263e+06 0.913545 80317 0.812095 1880 0.702541 
425295 1.19744e+07 0.914184 480088 0.808955 12261 0.686314 1.19691e+07 0.913682 486707 0.818847 10969 0.703592 
